time,海淀黄庄地铁站_知春路_EW_9,海淀黄庄地铁站_知春路_WE_1,望京地铁站_广顺北大街_NS_7,望京地铁站_广顺北大街_SN_2,北京西_南蜂窝路_NS_1,北京西_南蜂窝路_SN_1,北京南_马家堡东路_NS_2,北京南_马家堡东路_SN_9,西直门_西直门北大街_NS_1,西直门_西直门北大街_SN_1,三元桥_北三环东路辅路（外环）_EW_1,三元桥_北三环东路辅路（内环）_WE_1
2020-02-06,32,9,30,19,25,19,25,27,28,43,28,25
2020-02-07,34,24,32,6,5,27,47,22,58,59,35,36
2020-02-08,36,36,43,21,21,39,44,36,52,48,32,38
2020-02-09,33,7,36,36,9,13,44,44,48,73,44,43
2020-02-10,18,28,29,27,30,22,25,31,44,56,32,47
2020-02-11,18,28,29,27,30,22,25,31,44,56,32,47
2020-02-12,25,33,31,21,25,25,37,43,61,54,37,42
2020-02-13,19,32,10,35,25,24,38,25,49,59,38,40
2020-02-14,40,41,32,14,28,32,38,28,12,54,36,39
2020-02-15,12,36,25,27,41,35,32,48,55,61,42,53
2020-02-16,18,38,35,53,26,29,31,26,43,68,33,44
2020-02-17,27,33,35,33,9,22,31,36,23,60,33,32
2020-02-18,24,29,29,23,31,22,35,39,23,46,36,36
2020-02-19,7,46,40,52,26,35,38,37,52,55,36,49
2020-02-20,45,44,30,37,13,17,26,32,47,36,35,53
2020-02-21,35,38,19,66,34,39,34,40,61,54,33,38
2020-02-22,40,37,31,24,27,26,41,48,69,64,50,55
2020-02-23,43,16,34,29,25,34,32,39,74,63,30,43
2020-02-24,43,16,34,29,25,34,32,39,74,63,30,43
2020-02-25,29,28,31,36,18,33,32,55,48,51,26,42
2020-02-26,35,32,12,33,41,24,43,39,52,56,33,43
2020-02-27,22,30,35,28,11,32,34,35,44,55,37,42
2020-02-28,35,30,39,26,25,24,43,50,39,60,36,39
2020-02-29,29,37,26,26,35,36,43,23,53,62,53,42
2020-03-01,30,5,39,26,34,29,32,33,67,57,29,56
2020-03-02,36,27,39,29,20,11,39,39,31,46,30,23
2020-03-03,26,31,37,27,31,36,36,48,49,59,24,31
2020-03-04,31,20,33,27,20,19,44,25,49,54,28,38
2020-03-05,37,33,34,14,22,33,37,38,50,56,32,29
2020-03-06,29,29,42,19,35,26,32,32,34,66,28,30
2020-03-07,12,39,57,29,34,32,53,50,47,70,31,46
2020-03-08,48,45,38,45,22,36,48,44,70,60,46,44
2020-03-09,25,44,30,26,13,12,37,31,35,48,30,23
2020-03-10,45,38,32,33,18,26,30,45,12,54,30,38
2020-03-11,31,35,31,26,27,14,36,36,20,62,35,26
2020-03-12,28,29,30,29,35,18,33,30,39,48,31,27
2020-03-13,26,40,24,25,36,24,36,38,38,40,29,30
2020-03-14,37,36,31,33,36,9,31,32,58,59,38,31
2020-03-15,42,38,32,17,22,39,38,35,64,107,45,27
2020-03-16,32,26,28,35,24,19,41,38,18,50,20,27
2020-03-17,36,45,33,29,24,13,49,37,39,50,34,28
2020-03-18,29,29,32,40,25,21,39,33,43,43,30,29
2020-03-19,37,30,34,37,20,12,33,27,38,44,27,26
2020-03-20,36,33,20,25,25,29,35,42,50,44,27,23
2020-03-21,37,29,11,28,21,41,30,39,67,70,46,32
2020-03-22,30,49,23,43,19,62,30,39,51,49,35,38
2020-03-23,32,25,52,34,17,33,49,25,16,45,24,26
2020-03-24,34,34,25,14,37,26,37,36,10,63,26,24
2020-03-25,35,20,40,18,28,23,43,26,38,46,21,28
2020-03-26,26,39,28,36,35,20,40,35,15,53,30,22
2020-03-27,30,28,28,28,22,15,36,37,22,55,26,26
2020-03-28,18,28,46,13,34,38,39,25,67,60,34,34
2020-03-29,29,26,23,72,37,32,37,27,52,20,37,42
2020-03-30,34,29,24,9,18,17,39,37,9,31,25,24
2020-03-31,25,35,26,27,25,26,32,38,19,38,30,23
2020-04-01,33,26,29,14,8,34,53,26,16,47,28,25
2020-04-02,21,40,28,35,18,20,31,29,12,53,33,28
2020-04-03,31,35,35,33,17,25,40,23,25,44,26,25
2020-04-04,30,24,50,47,27,22,25,16,59,51,35,35
2020-04-05,39,46,39,33,35,36,28,50,63,66,39,42
2020-04-06,24,44,24,31,33,32,40,31,60,56,32,39
2020-04-07,37,25,30,33,23,20,35,40,12,44,28,21
2020-04-08,32,27,28,34,28,13,45,31,11,58,26,21
2020-04-09,30,30,26,30,25,26,37,35,12,51,29,20
2020-04-10,30,22,35,29,28,12,44,27,13,55,22,15
2020-04-11,30,26,32,18,25,26,36,39,57,62,31,41
2020-04-12,22,40,50,33,21,22,31,39,55,66,47,49
2020-04-13,22,40,50,33,21,22,31,39,55,66,47,49
2020-04-14,30,27,25,31,28,16,33,42,11,45,19,21
2020-04-15,42,32,31,27,25,18,35,29,34,56,24,18
2020-04-16,33,25,32,29,19,15,34,34,11,53,22,18
2020-04-17,34,29,36,33,32,18,40,31,11,52,24,24
2020-04-18,50,33,22,20,33,24,29,33,51,44,34,47
2020-04-19,33,43,11,28,35,27,35,32,40,68,47,39
2020-04-20,30,32,35,41,20,19,34,39,7,51,27,19
2020-04-21,34,30,31,44,31,24,33,46,7,57,25,20
2020-04-22,33,27,28,27,32,20,37,41,8,51,23,20
2020-04-23,35,32,32,30,16,23,37,37,9,53,17,22
2020-04-24,27,29,29,29,20,19,35,43,11,52,25,28
2020-04-25,36,32,47,15,13,15,35,33,55,50,38,42
2020-04-26,30,32,35,27,27,13,30,35,21,54,28,26
2020-04-27,31,37,34,35,13,11,40,28,9,41,8,21
2020-04-28,33,31,30,43,30,21,29,40,6,54,13,24
2020-04-29,29,31,35,31,16,26,32,36,6,55,31,21
2020-04-30,30,14,34,33,16,20,33,30,9,62,27,26
2020-05-01,30,17,25,33,26,31,37,32,58,50,36,39
2020-05-02,44,24,32,14,18,27,41,41,51,71,37,42
2020-05-03,31,26,30,22,18,25,32,37,53,55,39,40
2020-05-04,28,25,33,38,12,23,41,36,59,57,35,36
2020-05-05,19,30,25,29,29,28,34,33,56,66,25,39
2020-05-06,39,34,35,35,12,20,38,22,7,44,14,19
2020-05-07,29,28,35,32,23,15,37,28,6,56,20,18
2020-05-08,26,25,23,43,22,14,38,27,5,65,16,20
2020-05-09,31,31,32,49,21,13,40,35,42,65,32,23
2020-05-10,31,31,32,49,21,13,40,35,42,65,32,23
2020-05-11,31,31,32,49,21,13,40,35,42,65,32,23
2020-05-12,33,26,31,38,24,18,38,31,5,61,21,20
2020-05-13,29,30,31,28,22,24,25,24,10,66,15,20
2020-05-14,23,36,29,36,14,15,33,34,10,39,18,24
2020-05-15,30,30,31,29,19,28,43,33,10,45,23,24
2020-05-16,47,27,19,33,26,27,38,32,53,59,35,31
2020-05-17,39,33,43,27,26,24,45,33,58,52,37,38
2020-05-18,22,32,40,30,18,20,38,16,9,73,30,21
2020-05-19,25,29,36,42,26,14,36,17,8,59,13,17
2020-05-20,28,28,32,27,30,15,40,14,8,61,27,19
2020-05-21,33,31,41,55,22,9,29,34,13,55,32,22
2020-05-22,25,30,31,35,20,16,38,22,10,61,13,22
2020-05-23,23,28,25,38,25,20,36,33,48,57,30,43
2020-05-24,36,48,34,39,23,22,38,37,52,62,28,38
2020-05-25,25,36,27,36,29,17,33,15,5,60,13,22
2020-05-26,31,28,31,30,16,21,36,32,26,56,21,22
2020-05-27,35,15,33,46,17,22,33,33,10,58,25,15
2020-05-28,29,33,25,25,14,29,28,31,10,72,31,22
2020-05-29,26,35,27,31,21,23,37,34,12,69,25,22
2020-05-30,27,30,34,31,16,38,31,36,54,52,38,35
2020-05-31,27,34,40,37,26,32,41,39,57,64,35,43
2020-06-01,29,29,30,34,19,21,35,33,15,52,30,25
2020-06-02,32,33,33,10,18,20,37,33,8,43,19,25
2020-06-03,34,21,30,34,20,23,40,34,6,69,31,13
2020-06-04,29,37,32,50,24,20,35,26,9,55,26,21
2020-06-05,31,32,36,43,25,22,40,37,17,60,27,24
2020-06-06,32,19,23,34,17,18,32,31,49,31,34,30
2020-06-07,29,32,39,20,36,23,35,37,55,48,39,40
2020-06-08,36,32,29,36,18,12,39,16,5,51,22,19
2020-06-09,30,33,35,34,15,16,39,23,14,57,31,25
2020-06-10,62,45,30,40,15,23,38,36,8,51,25,16
2020-06-11,26,33,28,45,16,11,41,14,6,57,21,21
2020-06-12,25,32,31,40,23,15,41,26,7,56,32,14
2020-06-13,19,29,38,24,13,28,29,41,51,45,35,35
2020-06-14,35,23,24,40,32,37,34,37,57,65,32,36
2020-06-15,37,36,31,33,18,20,34,31,34,53,22,24
2020-06-16,29,28,65,54,27,20,28,25,51,60,24,23
2020-06-17,25,25,37,30,16,20,40,35,50,41,32,23
2020-06-18,27,29,26,25,24,25,38,46,12,56,28,29
2020-06-19,33,34,30,18,27,23,44,38,58,37,34,31
2020-06-20,33,34,30,18,27,23,44,38,58,37,34,31
2020-06-21,33,34,30,18,27,23,44,38,58,37,34,31
2020-06-22,30,33,35,36,39,19,40,33,23,53,37,27
2020-06-23,26,26,38,27,22,29,33,39,16,58,32,23
2020-06-24,29,32,34,30,17,18,31,32,49,64,34,28
2020-06-25,30,27,22,7,21,20,15,36,59,55,34,41
2020-06-26,25,33,33,30,43,35,28,32,58,59,34,38
2020-06-27,25,33,33,30,43,35,28,32,58,59,34,38
2020-06-28,25,33,33,30,43,35,28,32,58,59,34,38
2020-06-29,25,33,33,30,43,35,28,32,58,59,34,38
2020-06-30,24,34,30,24,17,14,39,48,32,51,31,21
2020-07-01,31,29,35,45,27,26,26,30,61,61,26,29
2020-07-02,31,48,30,26,41,14,26,39,9,65,28,23
2020-07-03,35,22,57,23,27,23,48,16,21,47,23,37
2020-07-04,44,32,29,42,35,29,43,28,61,64,40,46
2020-07-05,18,39,44,29,40,38,29,31,61,101,22,45
2020-07-06,23,34,46,29,26,17,35,37,42,63,33,20
2020-07-07,25,26,36,31,19,25,37,33,11,53,37,21
2020-07-08,42,33,40,27,23,22,38,28,36,53,30,24
2020-07-09,31,24,23,24,16,10,36,17,8,59,20,18
2020-07-10,33,30,32,29,20,26,38,29,11,52,28,27
2020-07-11,37,22,34,11,25,19,38,35,56,61,37,38
2020-07-12,39,33,33,17,15,24,40,35,56,59,44,50
2020-07-13,28,38,36,41,25,24,35,16,14,45,28,19
2020-07-14,34,38,33,38,18,27,59,12,14,56,25,23
2020-07-15,31,29,31,34,19,11,34,42,7,51,32,20
2020-07-16,34,29,26,27,14,30,36,32,13,55,34,22
2020-07-17,26,33,33,32,21,11,32,35,7,53,27,19
2020-07-18,28,32,35,32,26,28,37,36,58,61,32,34
2020-07-19,33,31,30,38,26,13,35,36,53,49,39,39
2020-07-20,39,29,31,15,10,18,38,34,11,54,35,20
2020-07-21,27,13,32,40,15,16,38,20,8,58,37,27
2020-07-22,29,30,31,29,19,12,38,16,11,53,37,25
2020-07-23,28,32,30,27,20,17,36,30,14,61,32,25
2020-07-24,25,30,41,16,17,13,39,33,26,58,34,21
2020-07-25,27,32,26,28,27,21,38,32,49,59,38,36
2020-07-26,20,25,30,35,29,20,45,31,53,60,40,41
2020-07-27,34,26,33,35,17,17,34,15,9,51,17,17
2020-07-28,34,30,31,25,14,21,35,29,7,47,33,25
2020-07-29,28,27,33,22,16,16,40,18,8,53,35,21
2020-07-30,27,31,34,33,14,10,31,27,6,53,33,20
2020-07-31,33,32,32,45,16,15,39,22,11,61,30,24
2020-08-01,31,30,31,24,26,31,34,35,57,51,38,38
2020-08-02,26,24,41,32,32,25,35,35,54,55,38,41
2020-08-03,30,31,34,24,19,13,39,18,19,60,27,22
2020-08-04,27,29,38,53,17,9,37,32,18,51,35,23
2020-08-05,37,25,33,27,13,21,39,31,15,54,33,19
2020-08-06,33,26,48,36,14,19,37,35,20,59,31,23
2020-08-07,27,26,31,30,12,14,31,26,7,56,26,18
2020-08-08,57,20,32,33,27,26,43,37,47,54,37,31
2020-08-09,35,38,30,27,25,8,34,32,54,52,41,42
2020-08-10,30,31,29,29,16,20,34,19,6,34,38,23
2020-08-11,29,35,33,23,22,11,39,19,13,59,35,22
2020-08-12,29,35,33,23,22,11,39,19,13,59,35,22
2020-08-13,32,30,33,43,12,16,37,21,10,53,32,18
2020-08-14,32,30,33,43,12,16,37,21,10,53,32,18
2020-08-15,32,30,33,43,12,16,37,21,10,53,32,18
2020-08-16,34,42,39,30,28,24,36,35,54,45,37,37
2020-08-17,34,27,30,40,17,18,31,17,8,64,34,20
2020-08-18,35,34,28,28,17,15,35,27,11,58,22,22
2020-08-19,35,34,28,28,17,15,35,27,11,58,22,22
2020-08-20,35,34,28,28,17,15,35,27,11,58,22,22
2020-08-21,30,23,28,34,14,23,34,13,15,51,33,22
2020-08-22,28,34,36,22,18,26,35,33,54,56,32,30
2020-08-23,27,28,28,35,14,20,37,38,54,49,35,43
2020-08-24,34,10,33,22,15,22,34,32,9,53,30,17
2020-08-25,47,30,33,35,17,15,41,23,23,66,29,24
2020-08-26,47,30,33,35,17,15,41,23,23,66,29,24
2020-08-27,47,30,33,35,17,15,41,23,23,66,29,24
2020-08-28,34,25,34,27,16,11,33,25,17,49,32,25
2020-08-29,25,31,53,34,21,20,37,16,53,59,21,31
2020-08-30,25,31,53,34,21,20,37,16,53,59,21,31
2020-08-31,25,31,53,34,21,20,37,16,53,59,21,31
2020-09-01,28,29,35,29,21,16,37,13,8,55,22,18
2020-09-02,30,36,29,24,18,17,37,21,7,65,24,17
2020-09-03,21,33,24,26,20,15,35,31,11,55,21,21
2020-09-04,21,33,24,26,20,15,35,31,11,55,21,21
2020-09-05,21,33,24,26,20,15,35,31,11,55,21,21
2020-09-06,18,26,33,30,20,34,35,37,54,56,35,36
2020-09-07,36,34,30,21,11,17,39,23,6,62,27,15
2020-09-08,30,31,38,29,18,14,38,27,5,46,16,21
2020-09-09,30,31,38,29,18,14,38,27,5,46,16,21
2020-09-10,33,23,33,30,17,22,36,32,5,56,26,18
2020-09-11,27,32,37,27,19,17,35,23,11,52,26,18
2020-09-12,21,31,39,37,24,18,38,38,45,40,35,34
2020-09-13,21,31,39,37,24,18,38,38,45,40,35,34
2020-09-14,21,31,39,37,24,18,38,38,45,40,35,34
2020-09-15,21,32,34,23,15,17,38,28,17,54,22,16
2020-09-16,34,28,32,22,33,10,32,27,13,61,24,24
2020-09-17,34,28,32,22,33,10,32,27,13,61,24,24
2020-09-18,28,23,34,41,14,24,37,31,6,61,36,17
2020-09-19,26,25,28,43,17,27,35,18,41,62,34,29
2020-09-20,26,25,28,43,17,27,35,18,41,62,34,29
2020-09-21,26,25,28,43,17,27,35,18,41,62,34,29
2020-09-22,28,24,32,21,15,19,41,23,9,59,26,21
2020-09-23,19,21,26,17,18,16,41,22,6,44,16,28
2020-09-24,24,34,38,20,19,18,38,28,11,54,33,24
2020-09-25,30,37,22,38,17,23,42,17,7,57,31,21
2020-09-26,30,26,28,37,17,24,32,27,42,50,26,25
2020-09-27,38,32,26,35,19,18,35,29,8,50,22,23
2020-09-28,25,26,25,29,19,24,38,32,10,47,35,21
2020-09-29,21,25,39,20,13,12,34,28,14,42,18,14
2020-09-30,31,28,27,27,25,24,33,15,12,42,31,24
