time,海淀黄庄地铁站_知春路_EW_9,海淀黄庄地铁站_知春路_WE_1,望京地铁站_广顺北大街_NS_7,望京地铁站_广顺北大街_SN_2,北京西_南蜂窝路_NS_1,北京西_南蜂窝路_SN_1,北京南_马家堡东路_NS_2,北京南_马家堡东路_SN_9,西直门_西直门北大街_NS_1,西直门_西直门北大街_SN_1,三元桥_北三环东路辅路（外环）_EW_1,三元桥_北三环东路辅路（内环）_WE_1
2020-04-08,31,28,30,39,21,19,38,32,19,53,26,23
2020-04-09,29,32,30,35,25,20,37,32,20,53,28,23
2020-04-10,31,25,36,32,24,20,31,33,17,51,25,20
2020-04-11,33,28,28,17,26,27,35,37,56,61,35,42
2020-04-12,27,32,38,26,33,24,39,38,55,63,37,44
2020-04-13,33,24,35,36,30,28,43,27,9,42,21,22
2020-04-14,27,29,29,33,23,15,35,33,19,51,20,23
2020-04-15,30,32,29,32,21,16,39,33,24,53,26,18
2020-04-16,31,31,34,28,22,17,35,34,17,54,25,19
2020-04-17,29,30,30,30,23,18,33,33,18,54,27,23
2020-04-18,38,31,32,34,27,23,36,34,47,52,33,39
2020-04-19,35,39,25,30,25,29,38,37,55,60,37,42
2020-04-20,33,31,31,39,21,17,38,32,15,53,23,20
2020-04-21,32,34,29,35,26,18,36,34,14,57,25,20
2020-04-22,33,27,31,29,23,17,35,32,14,55,26,21
2020-04-23,30,30,27,30,24,18,37,31,12,51,21,22
2020-04-24,29,32,29,31,21,16,37,35,18,52,24,24
2020-04-25,31,25,30,33,23,31,37,35,54,53,31,39
2020-04-26,29,30,31,32,21,19,35,34,20,55,26,24
2020-04-27,32,32,28,37,18,18,38,32,12,56,12,22
2020-04-28,30,29,31,32,21,15,37,34,16,51,18,21
2020-04-29,31,30,31,33,22,16,36,31,17,55,22,21
2020-04-30,31,30,27,30,21,17,36,31,14,51,22,23
2020-05-01,30,29,32,31,22,25,37,36,54,54,31,40
2020-05-02,32,30,34,30,26,22,36,36,57,52,34,37
2020-05-03,33,30,37,31,25,26,39,39,51,62,33,39
2020-05-04,37,29,37,37,27,29,38,36,52,54,32,38
2020-05-05,29,27,29,31,22,25,37,37,54,57,33,40
2020-05-06,31,30,29,34,21,20,36,27,8,52,17,19
2020-05-07,28,31,26,32,19,15,38,26,14,54,17,21
2020-05-08,29,30,27,33,20,14,36,23,7,54,16,19
2020-05-09,32,29,30,36,21,18,37,33,27,52,26,23
2020-05-10,32,29,30,36,21,18,37,33,27,52,26,23
2020-05-11,32,29,30,36,21,18,37,33,27,52,26,23
2020-05-12,29,29,28,36,20,16,36,24,15,56,20,20
2020-05-13,27,32,30,30,21,16,35,28,17,57,16,19
2020-05-14,30,30,28,37,23,15,35,30,18,51,20,21
2020-05-15,30,30,29,34,18,16,36,30,20,53,24,23
2020-05-16,35,31,29,27,24,24,36,34,47,54,34,39
2020-05-17,31,31,30,34,27,26,37,34,54,55,35,40
2020-05-18,28,28,31,36,23,15,37,19,10,53,22,20
2020-05-19,31,31,31,33,20,18,35,26,14,54,17,21
2020-05-20,28,29,29,34,21,15,38,26,13,57,23,20
2020-05-21,31,27,31,36,20,13,36,33,21,52,26,21
2020-05-22,29,30,30,32,22,15,36,26,21,55,22,22
2020-05-23,29,31,40,34,26,26,36,35,53,56,35,41
2020-05-24,35,38,31,31,25,28,37,39,54,56,35,42
2020-05-25,31,29,30,33,20,19,35,28,9,55,18,22
2020-05-26,30,29,31,32,18,17,37,29,17,53,24,20
2020-05-27,28,27,30,32,20,18,35,33,12,53,28,18
2020-05-28,29,30,26,32,20,18,34,33,22,53,28,22
2020-05-29,27,30,34,35,21,18,37,32,20,56,23,21
2020-05-30,28,35,40,40,23,25,35,33,54,53,32,36
2020-05-31,26,29,32,36,25,32,37,36,54,56,34,40
2020-06-01,30,30,31,38,22,19,38,30,23,53,28,21
2020-06-02,30,27,27,29,21,19,35,30,19,54,22,21
2020-06-03,29,29,31,30,21,18,36,31,13,56,25,17
2020-06-04,31,31,29,36,20,18,37,31,20,56,26,23
2020-06-05,38,30,31,31,20,21,36,33,24,54,24,22
2020-06-06,31,30,31,32,20,30,33,34,51,48,33,36
2020-06-07,32,31,31,25,25,30,35,36,57,51,36,41
2020-06-08,30,33,30,29,23,16,36,28,11,52,23,20
2020-06-09,28,33,30,34,19,14,36,29,20,51,27,22
2020-06-10,31,30,32,36,20,19,36,28,16,53,24,20
2020-06-11,25,30,30,34,19,15,37,30,13,54,22,20
2020-06-12,26,29,32,37,22,17,36,30,16,54,27,21
2020-06-13,28,29,33,31,21,26,36,36,54,56,35,37
2020-06-14,25,33,33,27,24,30,39,35,56,59,35,40
2020-06-15,32,30,31,29,18,17,36,32,21,54,22,19
2020-06-16,28,28,39,38,26,23,34,30,31,51,23,22
2020-06-17,27,30,33,30,23,23,37,34,38,54,29,25
2020-06-18,30,32,35,36,25,25,35,35,26,55,33,28
2020-06-19,34,32,35,34,27,23,38,36,37,51,32,28
2020-06-20,34,32,35,34,27,23,38,36,37,51,32,28
2020-06-21,34,32,35,34,27,23,38,36,37,51,32,28
2020-06-22,30,31,33,32,25,27,35,34,33,53,28,28
2020-06-23,29,29,31,34,24,24,34,38,21,54,27,27
2020-06-24,30,31,34,28,23,24,34,34,36,54,30,30
2020-06-25,31,33,30,25,24,31,34,38,52,54,36,38
2020-06-26,30,34,34,32,32,28,34,37,59,55,37,41
2020-06-27,30,34,34,32,32,28,34,37,59,55,37,41
2020-06-28,30,34,34,32,32,28,34,37,59,55,37,41
2020-06-29,30,34,34,32,32,28,34,37,59,55,37,41
2020-06-30,33,31,32,32,21,25,36,34,28,53,30,28
2020-07-01,32,29,33,32,22,21,36,29,34,52,28,29
2020-07-02,34,32,30,29,26,19,34,30,22,49,30,26
2020-07-03,40,27,36,24,24,23,33,27,25,51,26,26
2020-07-04,35,37,38,34,23,24,34,32,47,53,30,39
2020-07-05,27,30,34,40,27,27,32,36,49,67,32,35
2020-07-06,33,33,34,30,21,19,41,34,32,56,28,24
2020-07-07,28,28,30,25,22,20,36,30,21,54,29,25
2020-07-08,33,29,32,30,22,25,36,34,28,53,29,27
2020-07-09,30,28,30,34,19,14,35,29,16,52,21,22
2020-07-10,32,30,34,27,19,22,37,32,22,53,29,25
2020-07-11,38,31,34,25,19,24,36,36,60,55,36,38
2020-07-12,34,31,32,35,27,25,37,38,54,58,39,39
2020-07-13,32,32,32,28,20,21,35,31,16,54,28,19
2020-07-14,30,30,31,27,19,18,38,23,21,52,24,25
2020-07-15,28,31,33,29,20,17,37,32,9,53,27,22
2020-07-16,31,30,31,33,20,20,36,33,16,52,29,24
2020-07-17,29,27,34,31,19,18,35,33,14,53,24,23
2020-07-18,27,32,35,39,22,24,36,35,56,58,34,38
2020-07-19,32,31,33,31,30,27,36,35,58,54,36,39
2020-07-20,33,27,30,29,15,17,38,33,14,57,28,20
2020-07-21,32,26,31,36,18,19,37,30,10,55,25,25
2020-07-22,31,33,35,35,18,17,36,29,16,51,31,22
2020-07-23,29,31,34,26,18,17,37,23,20,57,28,21
2020-07-24,31,30,34,28,17,14,37,32,17,55,31,24
2020-07-25,34,36,39,33,21,27,36,32,54,55,35,35
2020-07-26,30,30,33,32,23,25,36,35,55,57,37,37
2020-07-27,30,31,32,33,18,15,37,28,12,52,24,20
2020-07-28,31,28,32,28,18,18,37,28,18,54,30,25
2020-07-29,31,29,33,30,17,17,38,28,14,53,30,24
2020-07-30,30,29,31,25,14,19,37,30,12,57,32,23
2020-07-31,33,30,31,37,16,17,37,27,15,55,29,22
2020-08-01,34,29,35,32,20,25,35,36,55,55,34,37
2020-08-02,37,28,35,36,25,29,37,35,55,59,35,40
2020-08-03,31,29,33,33,19,14,39,28,24,53,26,21
2020-08-04,31,29,32,37,17,16,36,32,24,53,32,23
2020-08-05,32,32,32,29,16,23,36,30,25,55,32,25
2020-08-06,34,29,32,28,18,16,37,34,25,56,32,25
2020-08-07,28,29,30,28,16,15,35,29,17,51,28,20
2020-08-08,35,31,35,33,22,21,37,35,53,55,35,34
2020-08-09,32,33,32,35,24,20,38,35,56,56,36,40
2020-08-10,31,32,30,28,22,15,36,27,10,36,30,23
2020-08-11,28,28,32,33,21,20,39,29,28,54,30,27
2020-08-12,30,30,34,28,25,19,38,27,16,54,31,32
2020-08-13,33,31,32,35,17,17,37,28,17,54,30,23
2020-08-14,28,11,31,48,24,53,39,24,10,64,21,27
2020-08-15,38,26,44,21,9,30,32,41,53,46,54,61
2020-08-16,27,33,34,32,23,31,37,42,53,58,35,38
2020-08-17,31,30,32,36,18,19,36,27,14,56,29,22
2020-08-18,31,28,30,29,21,15,36,28,11,53,24,23
2020-08-19,31,28,30,29,21,15,36,28,11,53,24,23
2020-08-20,26,32,35,30,16,15,32,28,37,47,32,33
2020-08-21,30,31,32,35,21,19,36,28,17,53,30,22
2020-08-22,28,29,34,33,20,22,35,35,54,54,33,35
2020-08-23,34,28,25,34,45,17,24,44,30,59,29,32
2020-08-24,31,33,30,28,17,15,36,34,21,55,29,17
2020-08-25,35,31,33,25,18,15,36,29,22,57,25,21
2020-08-26,32,27,40,32,8,18,14,31,7,81,11,23
2020-08-27,32,27,40,32,8,18,14,31,7,81,11,23
2020-08-28,29,26,30,32,22,16,55,30,31,50,23,16
2020-08-29,26,24,34,30,16,30,44,22,56,45,23,29
2020-08-30,28,14,30,35,25,18,38,34,82,58,48,11
2020-08-31,31,37,33,29,28,34,35,29,7,24,32,17
2020-09-01,22,19,34,32,18,6,30,22,16,59,41,33
2020-09-02,30,33,29,27,16,16,37,29,11,59,25,20
2020-09-03,32,31,30,34,17,15,37,28,21,53,26,22
2020-09-04,32,31,30,34,17,15,37,28,21,53,26,22
2020-09-05,32,31,30,34,17,15,37,28,21,53,26,22
2020-09-06,26,29,36,33,23,32,37,36,54,54,33,40
2020-09-07,28,29,32,25,13,14,39,30,15,56,28,20
2020-09-08,29,30,31,33,21,13,36,25,6,53,21,18
2020-09-09,29,30,31,33,21,13,36,25,6,53,21,18
2020-09-10,29,28,32,33,17,19,36,26,15,54,30,21
2020-09-11,30,29,30,34,18,16,35,30,17,55,25,21
2020-09-12,24,26,32,32,22,20,35,35,48,45,32,36
2020-09-13,24,26,32,32,22,20,35,35,48,45,32,36
2020-09-14,29,21,32,27,20,21,36,13,50,57,45,25
2020-09-15,30,28,29,30,17,14,35,26,15,55,25,19
2020-09-16,30,29,32,28,22,14,36,27,14,51,24,21
2020-09-17,34,37,42,25,32,27,37,25,13,59,19,24
2020-09-18,29,29,36,38,16,16,37,29,18,55,30,20
2020-09-19,25,25,26,35,22,26,35,25,48,53,34,34
2020-09-20,25,25,26,35,22,26,35,25,48,53,34,34
2020-09-21,25,25,26,35,22,26,35,25,48,53,34,34
2020-09-22,32,30,32,30,19,17,37,24,20,53,27,24
2020-09-23,29,28,29,28,15,13,36,22,7,46,21,21
2020-09-24,31,32,32,31,18,20,37,27,11,52,27,22
2020-09-25,29,29,29,29,16,16,37,25,12,52,27,21
2020-09-26,26,27,32,32,24,25,27,32,49,52,31,34
2020-09-27,33,31,31,36,20,18,35,23,8,52,23,23
2020-09-28,32,29,31,31,15,18,35,28,13,51,29,21
2020-09-29,27,25,28,32,13,18,27,20,12,52,21,18
2020-09-30,29,30,29,28,21,21,32,17,13,50,29,21
