time,海淀黄庄地铁站_知春路_EW_9,海淀黄庄地铁站_知春路_WE_1,望京地铁站_广顺北大街_NS_7,望京地铁站_广顺北大街_SN_2,北京西_南蜂窝路_NS_1,北京西_南蜂窝路_SN_1,北京南_马家堡东路_NS_2,北京南_马家堡东路_SN_9,西直门_西直门北大街_NS_1,西直门_西直门北大街_SN_1,三元桥_北三环东路辅路（外环）_EW_1,三元桥_北三环东路辅路（内环）_WE_1
2020-03-05,35,27,37,21,26,28,34,43,39,56,32,31
2020-03-06,31,30,39,20,24,24,33,36,31,57,29,33
2020-03-07,21,33,36,29,27,33,46,46,56,51,32,46
2020-03-08,42,45,49,45,21,33,34,30,63,65,46,41
2020-03-09,37,32,31,19,21,14,36,35,28,52,30,23
2020-03-10,40,30,32,32,17,30,37,36,12,55,31,33
2020-03-11,35,30,34,31,24,19,37,42,19,57,32,26
2020-03-12,34,32,28,34,26,25,35,35,32,55,29,25
2020-03-13,32,33,32,31,26,19,38,31,25,54,30,28
2020-03-14,36,33,18,39,28,16,36,34,54,68,39,36
2020-03-15,37,37,36,34,25,32,36,43,57,69,41,35
2020-03-16,34,31,31,32,20,21,35,37,19,49,21,26
2020-03-17,34,36,32,27,27,18,40,38,28,54,30,25
2020-03-18,31,30,32,31,24,19,36,35,30,54,27,27
2020-03-19,42,32,38,34,25,19,38,31,27,50,29,26
2020-03-20,34,30,31,34,20,25,38,33,32,49,33,28
2020-03-21,33,35,17,30,25,33,31,28,58,62,41,36
2020-03-22,23,42,27,44,28,70,44,36,46,59,29,42
2020-03-23,39,26,30,27,23,33,45,25,13,48,26,24
2020-03-24,23,29,37,39,28,19,35,32,17,48,26,21
2020-03-25,26,28,35,25,24,19,31,28,29,58,25,26
2020-03-26,30,38,29,31,23,21,37,36,13,52,25,23
2020-03-27,28,27,28,32,21,16,31,32,20,50,26,24
2020-03-28,26,34,32,17,23,33,38,34,56,57,34,39
2020-03-29,25,30,29,63,33,30,40,31,58,53,37,40
2020-03-30,29,31,35,26,18,19,36,32,9,47,26,22
2020-03-31,29,33,27,25,24,18,36,28,20,47,26,22
2020-04-01,29,33,22,14,20,21,34,31,18,52,23,24
2020-04-02,30,32,32,31,22,18,35,30,11,49,29,25
2020-04-03,28,32,35,34,21,20,36,31,23,43,25,26
2020-04-04,35,32,38,49,29,24,37,29,50,58,32,39
2020-04-05,34,40,32,33,20,36,40,38,56,60,33,40
2020-04-06,26,39,28,35,22,31,40,36,54,57,37,41
2020-04-07,36,31,30,44,25,20,35,31,11,48,23,20
2020-04-08,27,26,28,30,24,20,39,32,13,57,23,22
2020-04-09,30,31,32,32,22,20,36,31,12,53,30,21
2020-04-10,33,26,37,35,21,18,31,28,12,51,24,20
2020-04-11,34,32,27,13,26,28,34,39,57,64,35,41
2020-04-12,24,32,39,26,28,26,37,39,53,62,41,48
2020-04-13,24,32,39,26,28,26,37,39,53,62,41,48
2020-04-14,31,28,28,31,24,17,38,32,11,52,19,22
2020-04-15,33,32,29,29,22,16,36,31,22,54,26,18
2020-04-16,30,30,32,27,20,14,36,30,11,56,26,20
2020-04-17,30,30,29,33,24,18,37,32,11,56,28,23
2020-04-18,43,33,30,32,26,22,32,32,50,49,31,40
2020-04-19,30,39,22,27,28,27,37,38,52,63,37,40
2020-04-20,31,31,32,41,17,15,35,31,7,57,24,20
2020-04-21,31,32,27,34,27,19,37,34,8,58,25,20
2020-04-22,31,26,33,32,23,18,35,34,9,57,25,22
2020-04-23,29,31,25,29,22,19,37,33,8,51,18,21
2020-04-24,25,33,26,29,20,18,36,34,10,52,23,25
2020-04-25,33,30,31,30,19,25,36,36,55,45,34,38
2020-04-26,33,29,28,32,21,18,33,33,16,56,26,26
2020-04-27,31,32,27,40,15,16,35,30,7,57,9,22
2020-04-28,31,29,30,35,23,16,36,34,7,51,14,22
2020-04-29,30,28,30,29,20,18,33,31,10,57,22,21
2020-04-30,35,29,30,28,18,16,36,27,9,51,22,24
2020-05-01,30,33,32,30,22,23,38,35,57,52,32,40
2020-05-02,36,33,35,28,27,20,37,36,58,55,35,38
2020-05-03,37,25,32,26,24,27,39,40,53,59,35,37
2020-05-04,35,30,32,47,23,24,38,36,51,50,32,38
2020-05-05,26,33,30,28,23,30,38,38,54,58,29,41
2020-05-06,29,31,30,33,21,21,37,24,6,50,15,18
2020-05-07,29,31,25,35,19,19,37,23,6,52,18,20
2020-05-08,28,30,28,34,22,16,36,22,6,59,15,18
2020-05-09,33,29,30,42,23,14,37,32,28,56,28,23
2020-05-10,33,29,30,42,23,14,37,32,28,56,28,23
2020-05-11,33,29,30,42,23,14,37,32,28,56,28,23
2020-05-12,27,28,30,35,22,18,36,23,7,57,19,20
2020-05-13,28,33,30,29,20,17,35,24,7,58,14,19
2020-05-14,31,28,30,38,19,14,34,30,10,49,19,21
2020-05-15,29,30,27,32,17,17,37,28,13,52,23,22
2020-05-16,40,27,24,27,24,26,35,34,49,51,34,40
2020-05-17,33,32,31,34,26,24,37,34,52,55,35,38
2020-05-18,27,28,34,39,25,17,38,16,6,61,23,20
2020-05-19,28,31,32,33,21,18,35,25,7,54,15,18
2020-05-20,27,30,28,29,20,18,37,26,8,56,22,20
2020-05-21,30,28,31,41,20,12,35,33,16,52,26,20
2020-05-22,31,28,28,35,22,15,38,25,11,59,17,20
2020-05-23,30,31,42,37,25,22,33,34,52,55,35,43
2020-05-24,35,38,33,30,26,30,36,38,53,56,34,43
2020-05-25,31,30,25,33,19,22,34,24,6,53,14,21
2020-05-26,28,28,30,33,16,17,36,31,16,54,23,21
2020-05-27,27,25,28,39,19,19,34,32,9,55,25,17
2020-05-28,29,29,26,35,19,17,33,33,14,53,26,21
2020-05-29,27,30,26,35,19,20,38,32,17,60,22,21
2020-05-30,35,31,43,52,21,28,34,33,53,52,33,34
2020-05-31,26,29,31,37,22,35,37,36,54,55,34,40
2020-06-01,31,30,30,36,22,19,39,30,17,52,29,21
2020-06-02,33,26,26,22,19,20,35,30,10,51,20,21
2020-06-03,29,28,30,27,22,19,37,33,7,56,25,15
2020-06-04,32,31,30,35,21,18,37,32,11,56,23,23
2020-06-05,33,31,31,32,19,20,36,33,17,56,22,20
2020-06-06,30,27,28,31,15,31,32,34,50,46,34,36
2020-06-07,33,28,33,34,26,26,38,37,58,52,35,41
2020-06-08,28,32,30,35,20,15,35,23,5,50,21,20
2020-06-09,30,34,31,31,17,15,37,26,15,52,27,22
2020-06-10,38,31,30,33,19,18,37,29,9,54,22,20
2020-06-11,25,31,25,37,16,15,37,26,7,53,19,19
2020-06-12,23,30,30,42,21,17,36,28,7,58,27,18
2020-06-13,27,29,29,32,19,28,39,37,54,57,34,37
2020-06-14,24,33,37,28,24,34,39,37,60,59,35,40
2020-06-15,33,30,30,31,17,15,37,32,18,53,18,17
2020-06-16,30,28,47,50,24,20,32,25,31,51,23,22
2020-06-17,29,29,33,34,22,24,38,33,44,53,31,22
2020-06-18,29,32,32,37,24,25,39,37,18,53,31,26
2020-06-19,32,32,36,31,27,23,38,34,41,50,32,27
2020-06-20,32,32,36,31,27,23,38,34,41,50,32,27
2020-06-21,32,32,36,31,27,23,38,34,41,50,32,27
2020-06-22,27,32,31,31,23,24,36,34,33,52,28,25
2020-06-23,29,29,34,24,23,24,35,36,14,54,27,24
2020-06-24,33,32,35,27,26,22,35,32,37,53,31,28
2020-06-25,31,33,27,19,19,28,29,38,54,57,34,37
2020-06-26,26,34,34,35,37,32,36,39,61,59,39,40
2020-06-27,26,34,34,35,37,32,36,39,61,59,39,40
2020-06-28,26,34,34,35,37,32,36,39,61,59,39,40
2020-06-29,26,34,34,35,37,32,36,39,61,59,39,40
2020-06-30,32,30,30,30,22,24,37,35,22,51,29,24
2020-07-01,31,30,32,37,21,20,34,32,35,56,28,28
2020-07-02,30,36,29,33,27,16,32,33,12,48,29,23
2020-07-03,48,28,40,27,25,21,38,25,20,48,24,26
2020-07-04,34,38,37,33,25,25,36,30,52,56,30,41
2020-07-05,23,32,44,33,39,28,32,34,44,83,29,29
2020-07-06,32,32,32,33,22,15,40,34,33,56,29,22
2020-07-07,28,27,31,26,20,21,35,30,15,54,30,24
2020-07-08,34,31,34,29,20,22,36,32,25,54,30,25
2020-07-09,32,27,28,28,18,14,37,26,10,54,17,20
2020-07-10,31,32,32,31,19,19,36,31,14,53,29,24
2020-07-11,28,30,36,25,20,26,38,35,62,57,36,36
2020-07-12,35,28,29,34,27,28,38,36,53,58,37,40
2020-07-13,32,32,32,29,20,24,34,29,11,53,24,17
2020-07-14,30,31,31,28,17,20,38,22,15,53,23,23
2020-07-15,29,30,34,30,18,14,40,33,7,54,29,21
2020-07-16,33,30,32,33,22,22,37,33,13,55,28,23
2020-07-17,30,28,36,31,20,12,37,34,8,54,22,21
2020-07-18,22,31,34,38,23,21,35,35,56,58,34,37
2020-07-19,31,33,32,29,28,28,39,34,61,54,37,39
2020-07-20,39,28,31,25,15,16,40,32,11,58,27,20
2020-07-21,31,24,31,35,16,18,37,26,7,55,25,24
2020-07-22,28,35,39,35,17,15,35,26,10,50,34,22
2020-07-23,28,34,33,21,18,15,35,26,13,58,28,22
2020-07-24,29,30,37,27,17,13,38,32,18,55,29,22
2020-07-25,31,36,39,31,21,24,37,31,52,60,36,34
2020-07-26,27,26,31,32,21,20,37,34,54,58,40,37
2020-07-27,35,32,32,34,17,16,36,24,7,50,18,18
2020-07-28,30,31,31,24,18,19,37,24,9,57,29,25
2020-07-29,30,30,35,30,16,15,39,23,8,51,32,22
2020-07-30,30,30,31,24,13,16,36,27,7,54,32,22
2020-07-31,31,29,32,45,13,14,37,26,10,56,29,21
2020-08-01,36,30,35,29,21,25,35,36,55,55,33,39
2020-08-02,31,27,35,31,27,27,37,36,56,59,34,41
2020-08-03,29,29,34,36,18,12,39,24,17,54,25,18
2020-08-04,29,28,34,42,15,12,36,31,18,54,35,22
2020-08-05,33,30,34,28,15,23,37,32,20,55,32,23
2020-08-06,38,29,33,26,17,14,36,34,20,57,30,22
2020-08-07,30,27,28,26,15,11,35,29,9,52,26,19
2020-08-08,40,30,35,35,24,22,37,36,52,54,35,35
2020-08-09,33,39,33,34,24,16,39,35,55,59,35,40
2020-08-10,32,32,31,29,21,14,37,26,8,32,30,21
2020-08-11,31,28,36,30,19,17,38,31,17,54,30,24
2020-08-12,30,29,38,32,22,19,38,23,9,50,29,32
2020-08-13,34,32,34,36,14,15,37,24,11,53,28,22
2020-08-14,28,6,32,52,24,63,38,21,10,66,18,28
2020-08-15,39,25,47,19,5,32,30,42,53,44,60,69
2020-08-16,30,30,37,36,26,25,37,38,54,55,38,37
2020-08-17,29,32,31,38,17,17,36,23,9,58,29,21
2020-08-18,34,29,31,24,19,17,36,28,10,57,22,23
2020-08-19,34,29,31,24,19,17,36,28,10,57,22,23
2020-08-20,34,29,31,24,19,17,36,28,10,57,22,23
2020-08-21,30,30,33,39,19,18,35,24,13,52,30,21
2020-08-22,24,27,35,30,19,24,35,35,52,52,34,33
2020-08-23,34,28,25,34,45,17,23,44,29,59,29,32
2020-08-24,31,30,33,29,16,18,34,34,13,58,26,17
2020-08-25,35,33,32,26,16,15,37,28,15,58,23,21
2020-08-26,31,25,44,32,5,19,7,30,7,89,8,23
2020-08-27,31,25,44,32,5,19,7,30,7,89,8,23
2020-08-28,30,24,32,31,22,16,60,29,38,48,21,14
2020-08-29,31,29,39,28,20,24,36,21,52,56,25,34
2020-08-30,31,29,39,28,20,24,36,21,52,56,25,34
2020-08-31,33,40,35,26,32,39,35,28,7,16,34,16
2020-09-01,30,29,33,26,19,15,37,25,10,57,23,19
2020-09-02,33,37,30,24,14,19,39,27,8,61,24,17
2020-09-03,32,32,31,32,17,14,35,28,13,54,25,21
2020-09-04,32,32,31,32,17,14,35,28,13,54,25,21
2020-09-05,32,32,31,32,17,14,35,28,13,54,25,21
2020-09-06,25,28,37,35,25,33,37,37,54,58,32,39
2020-09-07,28,30,34,25,15,15,38,33,7,60,28,20
2020-09-08,29,32,33,33,20,13,38,26,6,52,17,17
2020-09-09,29,32,33,33,20,13,38,26,6,52,17,17
2020-09-10,30,27,31,31,17,19,36,25,7,55,30,19
2020-09-11,29,31,33,38,18,17,35,27,11,56,24,20
2020-09-12,23,25,33,34,21,21,35,37,47,35,33,33
2020-09-13,23,25,33,34,21,21,35,37,47,35,33,33
2020-09-14,23,25,33,34,21,21,35,37,47,35,33,33
2020-09-15,29,28,31,31,17,13,36,23,14,55,23,17
2020-09-16,30,30,35,24,27,13,35,28,10,52,19,23
2020-09-17,39,42,50,20,39,32,39,22,9,62,15,25
2020-09-18,28,31,35,40,14,17,38,30,8,60,29,19
2020-09-19,22,22,26,35,24,28,34,22,45,53,35,33
2020-09-20,22,22,26,35,24,28,34,22,45,53,35,33
2020-09-21,22,22,26,35,24,28,34,22,45,53,35,33
2020-09-22,32,28,33,31,19,18,37,21,12,53,26,23
2020-09-23,27,29,26,20,16,14,38,19,6,47,18,22
2020-09-24,27,32,36,30,14,20,37,26,9,54,27,20
2020-09-25,31,30,30,28,15,16,38,24,9,52,26,21
2020-09-26,27,26,31,34,26,25,30,33,50,51,31,33
2020-09-27,34,33,32,40,19,19,35,26,7,51,21,24
2020-09-28,36,29,33,28,16,19,36,26,8,50,28,20
2020-09-29,24,24,30,29,11,16,30,22,13,52,18,19
2020-09-30,26,30,33,33,22,21,31,14,12,51,32,22
