time,海淀黄庄地铁站_知春路_EW_9,海淀黄庄地铁站_知春路_WE_1,望京地铁站_广顺北大街_NS_7,望京地铁站_广顺北大街_SN_2,北京西_南蜂窝路_NS_1,北京西_南蜂窝路_SN_1,北京南_马家堡东路_NS_2,北京南_马家堡东路_SN_9,西直门_西直门北大街_NS_1,西直门_西直门北大街_SN_1,三元桥_北三环东路辅路（外环）_EW_1,三元桥_北三环东路辅路（内环）_WE_1
2020-03-10,37,30,32,31,18,25,39,39,12,54,31,33
2020-03-11,34,30,33,28,25,21,38,40,24,58,33,26
2020-03-12,33,31,30,34,24,27,34,32,33,55,30,26
2020-03-13,31,32,32,33,27,19,38,34,27,56,31,29
2020-03-14,35,31,25,39,28,17,35,33,56,63,40,37
2020-03-15,35,38,35,32,25,31,37,43,53,67,37,36
2020-03-16,33,31,32,30,23,21,40,35,23,48,22,26
2020-03-17,33,34,33,30,27,18,40,39,30,52,29,26
2020-03-18,28,29,34,31,22,20,39,35,30,55,28,27
2020-03-19,38,31,36,36,28,20,38,33,28,51,28,27
2020-03-20,33,29,32,32,21,23,38,32,31,49,33,26
2020-03-21,34,34,18,28,27,31,33,34,53,57,36,34
2020-03-22,22,37,33,54,32,67,37,37,44,58,31,44
2020-03-23,43,28,28,24,23,28,40,29,14,49,27,24
2020-03-24,23,30,35,36,25,20,35,31,24,47,26,20
2020-03-25,29,28,33,31,25,18,30,29,29,57,25,24
2020-03-26,29,35,31,27,25,18,36,35,18,53,26,24
2020-03-27,28,30,29,32,23,20,33,32,23,50,27,25
2020-03-28,29,36,29,20,22,32,37,35,58,57,34,39
2020-03-29,26,34,28,60,30,30,40,35,62,57,37,40
2020-03-30,29,31,33,25,19,17,38,32,11,49,25,22
2020-03-31,31,32,31,27,24,18,36,29,23,50,25,23
2020-04-01,31,31,26,17,22,19,37,31,19,53,23,24
2020-04-02,29,39,33,34,21,16,37,32,14,48,27,25
2020-04-03,28,32,33,34,20,19,35,32,26,43,23,25
2020-04-04,35,32,37,46,29,26,39,30,51,60,35,42
2020-04-05,30,37,28,33,19,33,35,38,56,58,32,40
2020-04-06,28,36,31,34,21,28,41,36,54,57,36,39
2020-04-07,34,31,32,40,24,19,35,31,14,50,23,21
2020-04-08,31,28,29,31,22,19,38,31,17,55,25,23
2020-04-09,29,31,31,34,24,18,36,31,17,52,29,23
2020-04-10,32,24,36,32,23,20,30,31,15,50,24,20
2020-04-11,36,30,27,14,26,28,34,38,57,63,36,40
2020-04-12,25,32,36,26,33,26,38,38,56,62,38,45
2020-04-13,42,24,31,30,12,23,46,27,7,39,16,22
2020-04-14,30,30,29,34,23,16,36,33,16,51,20,22
2020-04-15,32,32,29,32,22,16,37,32,23,53,26,17
2020-04-16,33,31,34,26,22,15,36,31,16,55,26,20
2020-04-17,29,31,30,31,23,18,34,32,15,57,28,23
2020-04-18,39,33,32,33,27,24,35,34,47,52,33,40
2020-04-19,31,37,22,29,24,29,37,38,54,62,37,41
2020-04-20,34,32,31,39,20,16,37,30,10,55,23,20
2020-04-21,31,34,29,34,25,19,35,34,10,57,25,20
2020-04-22,35,26,32,30,24,18,35,31,10,56,24,21
2020-04-23,29,30,26,30,23,19,37,31,9,50,20,21
2020-04-24,27,32,28,28,20,16,36,35,14,53,24,24
2020-04-25,31,26,32,30,21,31,37,36,56,49,32,39
2020-04-26,31,29,30,32,20,18,33,34,17,55,26,24
2020-04-27,32,33,28,37,17,17,36,30,9,58,11,22
2020-04-28,31,27,32,32,20,15,37,34,11,52,17,21
2020-04-29,31,28,30,31,21,17,34,32,15,56,22,20
2020-04-30,33,30,27,31,20,17,35,30,12,49,22,24
2020-05-01,31,29,32,30,23,24,37,35,54,54,31,40
2020-05-02,34,31,35,31,26,24,38,36,58,54,34,39
2020-05-03,33,28,34,28,25,25,40,39,51,59,34,39
2020-05-04,39,30,33,41,23,26,38,37,51,55,32,38
2020-05-05,28,29,29,29,23,29,38,37,53,58,32,40
2020-05-06,30,30,30,35,20,20,36,26,6,52,16,19
2020-05-07,27,30,25,30,18,16,37,25,10,54,17,21
2020-05-08,28,30,28,36,21,15,36,24,6,57,15,18
2020-05-09,32,30,30,37,23,17,36,32,28,53,27,24
2020-05-10,32,30,30,37,23,17,36,32,28,53,27,24
2020-05-11,32,30,30,37,23,17,36,32,28,53,27,24
2020-05-12,28,28,27,33,22,18,36,23,10,58,19,19
2020-05-13,27,34,30,28,20,15,35,26,13,57,16,19
2020-05-14,29,28,28,38,20,14,35,30,14,49,19,21
2020-05-15,30,30,27,31,18,15,37,28,18,53,24,23
2020-05-16,36,29,26,24,23,25,36,34,46,53,34,41
2020-05-17,33,35,29,32,27,26,36,34,52,55,34,40
2020-05-18,29,28,30,38,23,16,38,19,9,56,23,22
2020-05-19,30,31,32,34,21,18,35,26,9,55,16,20
2020-05-20,28,28,28,31,21,16,37,27,9,57,23,20
2020-05-21,31,28,30,36,19,12,35,32,21,52,25,21
2020-05-22,30,29,29,35,22,16,37,26,14,58,20,21
2020-05-23,28,32,42,37,24,24,35,35,53,56,35,42
2020-05-24,34,38,34,31,25,30,36,40,53,57,36,42
2020-05-25,31,30,28,33,20,20,35,27,7,54,16,21
2020-05-26,29,29,30,32,19,17,37,31,16,54,23,20
2020-05-27,27,26,29,33,19,20,35,34,11,53,27,17
2020-05-28,29,30,26,33,20,19,33,33,20,53,27,22
2020-05-29,28,31,29,36,20,19,37,32,18,58,23,21
2020-05-30,31,33,39,43,22,26,35,33,54,53,33,36
2020-05-31,26,29,34,36,25,35,37,36,54,56,35,41
2020-06-01,31,31,30,37,21,19,38,30,21,52,28,21
2020-06-02,32,27,26,28,20,19,35,30,16,53,22,22
2020-06-03,27,28,30,27,21,19,36,33,11,56,25,16
2020-06-04,31,31,29,35,20,18,37,31,18,56,25,22
2020-06-05,38,30,32,31,19,21,36,33,23,55,24,21
2020-06-06,30,29,28,32,19,29,32,34,51,49,33,35
2020-06-07,32,29,31,28,26,27,35,36,57,52,35,41
2020-06-08,29,33,30,32,22,15,37,27,7,50,23,20
2020-06-09,29,34,30,36,18,14,36,28,19,51,26,21
2020-06-10,34,30,30,34,18,17,36,27,12,53,22,20
2020-06-11,24,31,26,36,17,14,36,30,10,54,20,21
2020-06-12,25,29,31,37,23,17,35,27,11,56,27,21
2020-06-13,27,28,31,30,21,27,37,35,54,56,34,36
2020-06-14,24,35,32,27,24,31,39,36,57,58,35,41
2020-06-15,33,29,31,31,17,16,37,31,19,54,20,17
2020-06-16,28,29,41,40,27,23,33,28,31,52,23,23
2020-06-17,26,29,31,31,22,23,37,34,39,53,30,24
2020-06-18,30,30,35,38,25,24,36,35,23,54,33,27
2020-06-19,32,32,37,33,28,23,39,36,38,51,33,27
2020-06-20,32,32,37,33,28,23,39,36,38,51,33,27
2020-06-21,32,32,37,33,28,23,39,36,38,51,33,27
2020-06-22,30,32,32,31,23,25,37,33,34,53,26,27
2020-06-23,29,30,32,30,23,24,35,38,16,54,27,26
2020-06-24,31,32,34,29,23,24,36,33,36,53,31,30
2020-06-25,32,31,28,24,20,29,33,38,50,56,36,38
2020-06-26,29,35,33,31,33,29,35,38,60,58,37,40
2020-06-27,29,35,33,31,33,29,35,38,60,58,37,40
2020-06-28,29,35,33,31,33,29,35,38,60,58,37,40
2020-06-29,29,35,33,31,33,29,35,38,60,58,37,40
2020-06-30,33,32,32,32,21,25,35,35,26,53,29,26
2020-07-01,32,30,34,35,23,21,34,31,35,54,28,28
2020-07-02,32,33,29,30,27,18,34,33,18,51,29,25
2020-07-03,41,27,39,26,27,24,35,26,24,50,25,25
2020-07-04,35,34,38,35,23,24,39,31,48,54,27,39
2020-07-05,28,29,37,40,29,27,33,37,46,71,31,32
2020-07-06,34,33,34,33,22,16,41,34,33,55,28,23
2020-07-07,28,27,30,25,22,21,35,31,17,55,30,24
2020-07-08,34,30,33,30,22,24,36,34,27,54,30,26
2020-07-09,31,28,29,31,18,14,37,28,12,53,20,21
2020-07-10,32,30,35,30,19,22,36,31,20,52,29,24
2020-07-11,32,30,34,24,19,23,37,34,61,53,36,38
2020-07-12,35,30,30,38,27,25,40,37,54,59,39,40
2020-07-13,32,32,33,29,20,22,35,30,13,53,26,18
2020-07-14,30,30,31,28,18,18,37,23,21,52,24,24
2020-07-15,29,30,33,28,20,15,38,33,8,53,28,21
2020-07-16,31,30,32,36,19,20,37,33,15,53,28,24
2020-07-17,29,27,35,31,18,14,35,34,10,54,24,22
2020-07-18,25,32,35,40,23,23,36,36,56,60,35,39
2020-07-19,31,32,30,30,29,28,37,34,60,53,37,40
2020-07-20,35,28,30,29,16,17,38,33,11,57,27,20
2020-07-21,33,26,33,35,17,18,37,29,8,56,25,24
2020-07-22,30,33,37,38,17,16,36,28,15,52,33,22
2020-07-23,28,33,34,27,18,15,36,24,18,57,28,22
2020-07-24,30,30,35,27,17,14,39,32,17,54,30,23
2020-07-25,33,38,39,35,21,27,36,31,53,57,35,35
2020-07-26,30,29,33,30,22,22,36,35,55,57,38,37
2020-07-27,33,32,32,35,17,15,36,27,8,53,21,19
2020-07-28,31,30,32,26,18,17,37,26,14,55,30,26
2020-07-29,31,29,34,30,17,16,38,26,10,52,31,23
2020-07-30,30,30,31,26,13,17,37,29,8,56,32,23
2020-07-31,32,30,31,39,15,16,36,28,13,55,29,21
2020-08-01,35,30,35,32,21,26,35,36,56,56,34,38
2020-08-02,36,29,34,32,25,28,38,35,56,59,34,40
2020-08-03,30,29,33,36,18,12,38,27,22,54,25,20
2020-08-04,31,30,34,40,16,13,37,32,23,53,34,23
2020-08-05,33,31,33,29,16,24,37,32,24,56,32,25
2020-08-06,35,28,32,27,18,16,36,34,24,55,31,24
2020-08-07,29,29,29,26,15,14,36,29,13,52,27,19
2020-08-08,37,32,36,34,23,19,36,34,54,51,35,35
2020-08-09,30,36,31,34,23,18,38,34,56,56,36,40
2020-08-10,31,32,30,29,21,16,36,27,10,35,30,22
2020-08-11,28,28,33,32,21,18,39,30,27,53,31,27
2020-08-12,31,30,35,32,22,19,38,26,15,54,29,33
2020-08-13,33,32,32,34,16,15,37,27,14,55,30,23
2020-08-14,28,10,31,51,24,57,38,22,10,64,19,28
2020-08-15,37,24,46,20,7,31,31,41,53,45,57,65
2020-08-16,27,33,35,32,25,24,38,37,53,57,37,40
2020-08-17,31,32,33,38,17,18,37,26,12,57,28,21
2020-08-18,32,27,30,26,20,17,36,29,11,54,23,24
2020-08-19,32,27,30,26,20,17,36,29,11,54,23,24
2020-08-20,32,27,30,26,20,17,36,29,11,54,23,24
2020-08-21,30,30,32,35,20,18,36,26,15,53,30,22
2020-08-22,28,28,35,33,21,22,36,35,54,54,34,35
2020-08-23,34,28,25,34,45,17,23,44,30,59,29,32
2020-08-24,32,31,30,29,17,15,35,34,19,57,28,17
2020-08-25,34,32,32,26,17,15,37,29,20,58,23,22
2020-08-26,31,27,42,32,7,19,11,30,7,84,9,23
2020-08-27,31,27,42,32,7,19,11,30,7,84,9,23
2020-08-28,30,26,31,32,21,16,57,30,34,49,23,16
2020-08-29,26,23,33,31,16,30,45,20,56,43,22,28
2020-08-30,30,12,29,35,25,17,38,33,85,59,51,7
2020-08-31,32,38,34,29,30,36,35,29,7,21,33,17
2020-09-01,22,19,34,32,18,6,29,22,17,60,42,33
2020-09-02,30,34,28,24,16,17,37,28,9,60,24,19
2020-09-03,32,31,31,30,17,14,38,29,19,53,26,21
2020-09-04,32,31,31,30,17,14,38,29,19,53,26,21
2020-09-05,32,31,31,30,17,14,38,29,19,53,26,21
2020-09-06,26,29,39,34,24,33,37,36,55,55,33,40
2020-09-07,30,28,32,25,14,13,37,32,9,57,29,20
2020-09-08,29,30,32,31,21,14,37,25,6,54,19,17
2020-09-09,29,30,32,31,21,14,37,25,6,54,19,17
2020-09-10,30,28,32,31,17,18,36,26,10,54,30,20
2020-09-11,30,30,31,34,18,16,35,29,13,56,24,21
2020-09-12,23,26,34,33,22,21,36,36,48,42,33,35
2020-09-13,23,26,34,33,22,21,36,36,48,42,33,35
2020-09-14,23,26,34,33,22,21,36,36,48,42,33,35
2020-09-15,29,29,31,30,18,14,36,24,16,57,24,19
2020-09-16,30,28,34,26,23,13,36,28,12,50,22,22
2020-09-17,36,39,46,22,36,29,39,23,9,60,17,24
2020-09-18,29,30,35,38,15,17,38,30,12,58,30,20
2020-09-19,23,23,27,35,24,27,34,25,48,53,36,34
2020-09-20,23,23,27,35,24,27,34,25,48,53,36,34
2020-09-21,23,23,27,35,24,27,34,25,48,53,36,34
2020-09-22,32,30,33,30,19,17,37,23,18,52,26,25
2020-09-23,29,28,28,25,16,13,37,23,6,47,19,21
2020-09-24,31,32,33,29,18,21,37,27,10,52,27,22
2020-09-25,29,29,30,28,16,16,38,24,12,50,28,21
2020-09-26,26,27,32,33,25,25,28,33,49,51,31,34
2020-09-27,33,31,31,38,19,19,35,24,7,49,22,24
2020-09-28,35,29,32,29,14,18,36,28,11,50,29,21
2020-09-29,25,24,28,32,12,19,28,20,12,52,21,19
2020-09-30,29,30,30,29,21,20,31,15,14,51,31,21
