time,海淀黄庄地铁站_知春路_EW_9,海淀黄庄地铁站_知春路_WE_1,望京地铁站_广顺北大街_NS_7,望京地铁站_广顺北大街_SN_2,北京西_南蜂窝路_NS_1,北京西_南蜂窝路_SN_1,北京南_马家堡东路_NS_2,北京南_马家堡东路_SN_9,西直门_西直门北大街_NS_1,西直门_西直门北大街_SN_1,三元桥_北三环东路辅路（外环）_EW_1,三元桥_北三环东路辅路（内环）_WE_1
2020-02-18,31,36,26,30,15,36,42,28,31,55,42,32
2020-02-19,36,33,47,26,17,37,37,32,28,55,36,46
2020-02-20,21,34,41,28,25,70,34,40,31,82,33,37
2020-02-21,18,41,44,25,20,28,35,27,33,56,37,40
2020-02-22,36,10,40,12,29,31,35,34,61,66,43,40
2020-02-23,36,32,48,45,49,21,51,37,53,43,38,32
2020-02-24,36,32,48,45,49,21,51,37,53,43,38,32
2020-02-25,30,41,35,29,38,33,21,39,28,60,40,30
2020-02-26,36,32,24,35,21,29,36,37,27,62,36,35
2020-02-27,31,38,41,30,22,20,48,39,22,56,42,31
2020-02-28,37,29,27,29,13,41,31,37,23,58,36,32
2020-02-29,32,43,48,21,27,30,30,53,56,64,30,36
2020-03-01,32,35,23,27,31,41,53,40,64,63,47,62
2020-03-02,40,31,35,26,27,26,42,35,16,64,35,25
2020-03-03,41,34,31,35,22,22,37,33,19,53,39,31
2020-03-04,35,21,23,25,16,16,42,36,23,60,40,34
2020-03-05,29,43,17,22,25,32,40,33,17,61,39,30
2020-03-06,31,31,25,30,26,57,31,37,25,51,37,31
2020-03-07,38,27,23,35,33,24,38,29,56,38,30,64
2020-03-08,20,23,42,43,19,12,36,31,42,62,43,49
2020-03-09,39,36,32,44,20,26,35,27,15,57,31,28
2020-03-10,32,40,74,39,17,23,37,41,18,50,32,25
2020-03-11,34,34,31,38,17,20,25,36,19,53,28,28
2020-03-12,44,36,26,46,18,30,23,33,23,68,34,27
2020-03-13,23,30,28,48,26,18,38,29,18,56,33,31
2020-03-14,34,49,67,52,32,31,38,27,46,56,33,45
2020-03-15,16,25,25,44,20,38,29,37,72,73,30,38
2020-03-16,28,23,34,22,23,22,40,34,15,56,35,26
2020-03-17,21,30,39,21,37,17,36,29,16,63,32,31
2020-03-18,30,31,32,39,28,17,47,35,17,58,28,30
2020-03-19,27,40,46,58,29,32,34,38,13,53,28,30
2020-03-20,49,23,28,21,35,23,30,34,16,45,33,24
2020-03-21,30,29,34,59,31,32,48,67,58,56,31,33
2020-03-22,27,41,31,42,17,61,40,42,54,67,36,30
2020-03-23,49,31,51,21,11,12,28,31,10,47,24,25
2020-03-24,30,32,35,32,24,15,20,43,14,40,28,19
2020-03-25,35,24,33,39,38,22,30,33,12,62,37,29
2020-03-26,28,31,28,18,23,28,33,40,12,68,26,28
2020-03-27,22,30,37,59,23,14,34,37,13,63,28,25
2020-03-28,36,25,35,27,26,41,43,36,54,68,21,32
2020-03-29,39,27,29,72,32,35,21,41,63,73,36,44
2020-03-30,34,36,28,21,15,17,36,34,13,57,26,25
2020-03-31,33,26,36,27,23,24,38,32,12,62,27,22
2020-04-01,36,29,40,13,28,18,32,32,19,61,23,24
2020-04-02,33,32,32,41,32,17,34,34,13,63,32,25
2020-04-03,33,35,37,26,23,22,40,37,12,60,30,24
2020-04-04,34,24,47,14,22,32,33,43,56,69,47,42
2020-04-05,22,27,66,35,21,45,36,38,52,30,45,38
2020-04-06,32,40,43,38,28,26,37,39,50,49,39,39
2020-04-07,18,29,29,45,30,10,36,35,11,53,29,27
2020-04-08,22,34,32,43,24,20,40,35,13,53,30,28
2020-04-09,32,34,32,22,33,24,43,34,11,49,30,22
2020-04-10,38,22,44,29,39,21,41,37,10,64,32,27
2020-04-11,24,15,27,26,26,22,48,35,55,41,32,41
2020-04-12,28,29,48,14,29,33,42,28,58,67,41,39
2020-04-13,27,39,41,33,38,20,33,30,11,50,27,23
2020-04-14,20,29,29,23,18,12,41,34,10,54,30,24
2020-04-15,25,35,29,32,17,16,44,35,9,66,29,25
2020-04-16,28,31,34,29,23,16,35,35,12,48,28,19
2020-04-17,22,26,29,30,28,19,31,33,11,51,31,29
2020-04-18,37,17,37,29,26,18,36,40,43,60,31,35
2020-04-19,40,31,46,24,26,24,42,39,61,36,39,50
2020-04-20,33,36,30,37,24,19,29,34,12,47,28,25
2020-04-21,35,32,33,35,27,13,34,38,10,50,30,27
2020-04-22,33,30,30,21,21,17,33,35,8,56,29,28
2020-04-23,30,32,28,30,33,23,35,31,9,62,26,27
2020-04-24,30,27,33,48,18,15,41,34,8,43,29,23
2020-04-25,36,27,36,47,29,31,44,36,52,56,29,42
2020-04-26,26,42,23,33,31,22,40,38,10,51,28,24
2020-04-27,32,23,22,24,33,13,42,35,8,56,23,24
2020-04-28,31,29,28,35,20,14,41,39,8,55,24,25
2020-04-29,36,39,39,39,30,16,42,37,7,54,22,23
2020-04-30,34,30,33,26,27,16,36,40,8,63,21,23
2020-05-01,15,24,39,17,24,30,38,40,56,65,31,38
2020-05-02,33,32,43,34,23,25,37,35,55,45,39,36
2020-05-03,37,33,46,38,29,29,39,38,49,87,34,43
2020-05-04,36,38,55,24,43,37,45,35,54,62,34,41
2020-05-05,46,18,37,37,22,11,33,32,64,61,40,43
2020-05-06,54,30,30,35,15,19,35,31,10,48,21,23
2020-05-07,29,29,30,41,28,13,45,32,8,52,16,23
2020-05-08,23,32,29,16,22,18,40,26,7,43,18,20
2020-05-09,30,27,35,40,19,17,44,35,8,45,22,20
2020-05-10,30,27,35,40,19,17,44,35,8,45,22,20
2020-05-11,30,27,35,40,19,17,44,35,8,45,22,20
2020-05-12,36,32,33,41,20,11,38,36,8,57,20,22
2020-05-13,28,25,27,39,17,18,34,32,8,56,12,18
2020-05-14,27,36,30,37,25,17,39,34,6,54,19,23
2020-05-15,29,29,37,62,21,14,32,33,8,53,23,21
2020-05-16,26,30,39,39,26,20,36,36,56,68,30,39
2020-05-17,26,19,42,54,28,22,37,34,60,61,35,42
2020-05-18,19,33,35,29,14,12,33,33,7,53,14,19
2020-05-19,40,32,33,28,27,13,36,33,8,60,23,24
2020-05-20,28,24,30,32,20,13,43,34,11,65,25,25
2020-05-21,38,24,39,43,22,18,38,35,9,57,24,25
2020-05-22,30,36,32,35,20,17,38,21,29,47,28,24
2020-05-23,49,45,34,13,21,37,39,35,56,54,30,35
2020-05-24,30,42,22,34,27,28,41,33,58,46,32,41
2020-05-25,31,22,28,28,27,17,32,30,7,66,21,25
2020-05-26,31,30,30,39,20,21,37,31,9,60,30,24
2020-05-27,30,36,34,24,23,12,37,29,9,56,31,21
2020-05-28,24,39,34,40,23,14,39,32,8,55,29,23
2020-05-29,24,26,35,32,24,15,39,33,9,50,26,21
2020-05-30,19,34,38,27,26,17,34,34,52,59,30,40
2020-05-31,33,36,32,47,27,20,42,31,56,65,33,46
2020-06-01,30,28,40,33,22,12,40,36,8,58,22,16
2020-06-02,24,27,30,26,20,14,34,33,8,64,18,19
2020-06-03,33,43,42,20,23,20,37,33,7,54,22,17
2020-06-04,29,28,41,53,20,13,37,34,8,55,24,20
2020-06-05,33,26,22,54,20,20,38,45,8,61,19,24
2020-06-06,42,34,35,29,20,35,37,36,50,51,36,41
2020-06-07,34,43,37,15,23,38,40,39,57,51,40,40
2020-06-08,33,21,35,24,24,8,30,34,7,50,21,18
2020-06-09,21,32,37,27,18,11,37,34,8,57,27,22
2020-06-10,28,35,38,33,25,19,34,32,7,56,30,21
2020-06-11,22,24,36,29,17,12,32,34,7,54,25,20
2020-06-12,22,25,44,35,18,14,31,34,8,56,24,22
2020-06-13,30,32,39,29,20,25,40,41,56,56,36,43
2020-06-14,32,24,44,19,27,36,39,33,50,68,40,37
2020-06-15,25,31,35,24,16,12,36,35,10,59,22,23
2020-06-16,27,26,35,27,23,21,40,46,13,45,13,23
2020-06-17,35,37,36,33,29,22,42,33,21,56,28,26
2020-06-18,24,32,35,7,31,23,34,43,20,58,37,25
2020-06-19,51,36,32,25,28,24,37,35,24,59,30,28
2020-06-20,51,36,32,25,28,24,37,35,24,59,30,28
2020-06-21,51,36,32,25,28,24,37,35,24,59,30,28
2020-06-22,33,26,38,36,28,24,23,32,13,62,30,25
2020-06-23,28,30,30,59,16,32,33,35,17,55,29,26
2020-06-24,26,30,40,23,21,27,26,38,17,55,36,27
2020-06-25,35,40,45,31,36,31,43,43,58,60,37,43
2020-06-26,28,24,37,32,33,19,39,38,57,44,37,47
2020-06-27,28,24,37,32,33,19,39,38,57,44,37,47
2020-06-28,28,24,37,32,33,19,39,38,57,44,37,47
2020-06-29,28,24,37,32,33,19,39,38,57,44,37,47
2020-06-30,39,33,31,33,22,29,30,35,18,58,31,27
2020-07-01,32,27,29,18,22,18,57,36,17,39,29,26
2020-07-02,41,36,32,29,28,19,30,33,14,50,30,26
2020-07-03,31,23,36,11,17,18,15,22,14,45,28,35
2020-07-04,21,42,42,26,31,19,31,36,50,44,39,45
2020-07-05,21,42,42,26,31,19,31,36,50,44,39,45
2020-07-06,28,34,34,17,23,27,40,39,12,63,30,29
2020-07-07,28,33,31,22,20,14,39,36,14,48,34,29
2020-07-08,38,29,34,27,21,24,35,33,15,54,31,25
2020-07-09,26,28,34,41,24,17,38,33,10,49,29,25
2020-07-10,29,36,33,12,24,24,40,37,14,57,32,30
2020-07-11,54,37,38,15,23,30,32,47,65,74,33,43
2020-07-12,24,35,37,37,24,34,32,41,59,62,36,36
2020-07-13,37,36,34,23,19,25,39,37,9,46,29,22
2020-07-14,34,31,31,21,22,23,44,36,12,49,31,28
2020-07-15,24,40,30,36,24,16,37,37,13,41,30,27
2020-07-16,37,33,28,28,21,22,34,32,14,45,29,28
2020-07-17,36,31,32,33,25,21,33,36,11,53,27,30
2020-07-18,20,23,35,42,20,27,38,34,58,45,36,37
2020-07-19,33,21,43,37,26,22,35,40,58,66,33,46
2020-07-20,28,24,33,27,19,18,36,34,10,52,33,25
2020-07-21,28,31,32,49,19,22,34,32,11,55,28,34
2020-07-22,30,27,35,22,26,17,34,34,11,49,28,26
2020-07-23,41,28,28,36,26,20,40,35,12,49,30,26
2020-07-24,36,34,32,40,18,15,33,34,11,49,28,29
2020-07-25,38,26,31,14,19,23,38,40,58,56,33,43
2020-07-26,41,27,31,39,18,37,36,39,61,41,39,30
2020-07-27,13,26,31,14,20,18,39,32,10,51,30,24
2020-07-28,36,26,36,28,17,17,34,36,11,50,32,25
2020-07-29,36,34,32,16,17,16,37,34,11,54,32,27
2020-07-30,34,31,27,24,16,24,39,37,10,54,33,29
2020-07-31,34,35,31,28,22,19,35,31,10,55,27,28
2020-08-01,31,24,32,29,20,27,34,35,58,61,38,37
2020-08-02,38,34,47,51,23,25,40,35,56,64,40,39
2020-08-03,33,37,32,30,18,18,38,33,10,53,29,26
2020-08-04,32,31,23,30,20,20,37,33,15,47,31,26
2020-08-05,24,36,30,28,21,21,34,33,12,42,29,29
2020-08-06,25,30,28,26,17,19,40,34,13,58,34,27
2020-08-07,24,33,31,30,16,16,33,36,16,54,30,28
2020-08-08,25,31,35,11,20,23,36,38,55,78,37,38
2020-08-09,44,25,39,44,19,36,37,38,59,47,36,34
2020-08-10,35,23,29,29,23,31,32,36,9,51,29,22
2020-08-11,35,23,29,29,23,31,32,36,9,51,29,22
2020-08-12,30,26,28,11,8,31,41,31,15,60,43,27
2020-08-13,37,36,32,36,18,22,40,34,11,49,30,27
2020-08-14,35,31,28,31,18,23,38,35,10,60,33,27
2020-08-15,44,35,28,29,20,19,38,41,56,55,35,39
2020-08-16,18,30,30,33,30,24,36,41,63,62,37,45
2020-08-17,29,30,29,30,19,18,33,35,9,51,27,25
2020-08-18,25,28,29,34,21,16,37,37,9,56,27,27
2020-08-19,25,28,29,34,21,16,37,37,9,56,27,27
2020-08-20,25,28,29,34,21,16,37,37,9,56,27,27
2020-08-21,29,34,30,41,25,26,35,34,11,57,28,26
2020-08-22,30,35,28,31,17,28,34,37,57,64,31,41
2020-08-23,27,34,33,34,20,32,32,38,56,64,39,36
2020-08-24,33,37,31,24,16,16,35,34,10,55,28,20
2020-08-25,41,31,31,23,20,17,33,33,10,51,28,22
2020-08-26,36,27,26,31,15,18,38,34,9,50,27,27
2020-08-27,36,27,26,31,15,18,38,34,9,50,27,27
2020-08-28,23,40,28,30,22,16,36,35,8,56,28,25
2020-08-29,34,26,40,28,23,31,35,36,58,60,34,35
2020-08-30,18,23,36,36,21,30,38,36,59,61,29,39
2020-08-31,29,24,22,32,20,16,38,28,8,52,23,20
2020-09-01,15,22,28,25,20,11,38,34,7,57,28,20
2020-09-02,24,28,26,30,15,11,42,31,8,60,23,21
2020-09-03,22,40,27,52,16,15,32,34,9,47,23,22
2020-09-04,22,40,27,52,16,15,32,34,9,47,23,22
2020-09-05,22,40,27,52,16,15,32,34,9,47,23,22
2020-09-06,31,24,29,24,15,42,39,38,61,61,37,33
2020-09-07,17,32,30,25,15,15,40,24,7,54,19,19
2020-09-08,20,24,26,39,23,14,33,21,5,61,23,21
2020-09-09,20,24,26,39,23,14,33,21,5,61,23,21
2020-09-10,20,27,28,34,17,17,35,30,7,53,27,26
2020-09-11,21,31,25,36,17,16,37,27,9,51,17,25
2020-09-12,30,31,32,25,19,18,35,32,56,59,35,41
2020-09-13,30,31,32,25,19,18,35,32,56,59,35,41
2020-09-14,30,31,32,25,19,18,35,32,56,59,35,41
2020-09-15,24,31,21,39,20,13,33,30,8,54,28,23
2020-09-16,30,32,26,29,23,12,37,26,9,60,26,22
2020-09-17,25,27,28,33,14,12,35,30,11,52,24,19
2020-09-18,24,33,32,45,27,19,38,28,8,50,25,22
2020-09-19,22,26,20,30,20,23,36,36,58,59,29,40
2020-09-20,22,26,20,30,20,23,36,36,58,59,29,40
2020-09-21,22,26,20,30,20,23,36,36,58,59,29,40
2020-09-22,27,29,29,32,17,16,38,31,9,56,26,24
2020-09-23,32,29,30,25,16,13,30,24,6,51,24,22
2020-09-24,25,24,37,34,17,21,34,29,7,48,25,27
2020-09-25,22,27,27,39,17,12,34,23,8,55,27,25
2020-09-26,27,32,38,31,22,24,15,35,55,61,39,38
2020-09-27,38,32,28,40,22,14,35,30,7,66,18,18
2020-09-28,19,31,26,39,15,17,35,31,5,59,21,25
2020-09-29,30,24,31,36,12,15,33,16,6,63,18,21
2020-09-30,28,32,27,30,24,22,33,23,8,51,28,22
