time,海淀黄庄地铁站_知春路_EW_9,海淀黄庄地铁站_知春路_WE_1,望京地铁站_广顺北大街_NS_7,望京地铁站_广顺北大街_SN_2,北京西_南蜂窝路_NS_1,北京西_南蜂窝路_SN_1,北京南_马家堡东路_NS_2,北京南_马家堡东路_SN_9,西直门_西直门北大街_NS_1,西直门_西直门北大街_SN_1,三元桥_北三环东路辅路（外环）_EW_1,三元桥_北三环东路辅路（内环）_WE_1
2020-03-20,39,29,43,43,14,31,29,31,27,51,39,28
2020-03-21,37,24,11,32,20,41,22,24,49,65,63,35
2020-03-22,36,49,23,43,13,84,40,33,23,63,15,47
2020-03-23,33,24,28,17,5,33,63,28,9,42,35,19
2020-03-24,33,14,43,14,24,37,38,47,12,38,29,17
2020-03-25,34,30,34,19,21,22,41,30,20,47,29,22
2020-03-26,30,32,31,39,25,21,39,37,11,49,21,21
2020-03-27,23,26,29,19,12,20,35,32,11,46,24,22
2020-03-28,21,32,43,13,17,33,38,36,61,65,34,38
2020-03-29,36,29,35,72,41,32,40,37,66,42,36,49
2020-03-30,24,34,38,31,14,17,45,29,9,43,25,26
2020-03-31,28,31,26,29,23,15,41,32,14,35,25,20
2020-04-01,21,24,28,12,27,14,21,32,12,32,26,20
2020-04-02,27,30,30,28,18,17,31,33,12,35,26,22
2020-04-03,23,32,35,38,19,20,40,36,16,44,26,25
2020-04-04,29,25,56,56,26,26,46,34,43,66,26,31
2020-04-05,39,49,31,28,12,33,41,38,54,65,29,39
2020-04-06,21,46,19,40,15,21,34,35,50,65,50,43
2020-04-07,31,31,27,51,26,23,41,30,9,38,26,19
2020-04-08,29,29,29,26,21,17,42,33,10,57,19,22
2020-04-09,33,35,32,24,16,18,37,35,9,44,30,18
2020-04-10,32,28,46,38,17,21,32,29,10,51,26,24
2020-04-11,30,38,33,10,17,19,40,42,61,74,37,37
2020-04-12,33,30,50,28,23,23,24,43,54,60,37,49
2020-04-13,33,30,50,28,23,23,24,43,54,60,37,49
2020-04-14,32,23,34,31,22,21,39,35,11,46,21,20
2020-04-15,33,41,30,29,14,17,35,36,19,66,25,16
2020-04-16,31,29,38,30,17,13,36,31,10,62,23,22
2020-04-17,31,22,22,46,43,17,28,35,11,52,30,20
2020-04-18,46,34,21,18,23,20,38,37,49,54,25,43
2020-04-19,25,29,25,23,36,31,29,35,48,64,32,36
2020-04-20,33,24,45,34,12,19,34,30,6,58,26,18
2020-04-21,28,27,26,44,32,18,37,36,7,54,22,23
2020-04-22,27,21,26,26,21,15,42,42,7,51,25,19
2020-04-23,18,30,17,26,30,21,37,39,6,49,17,18
2020-04-24,20,32,22,15,12,13,35,42,10,58,22,26
2020-04-25,35,27,31,26,16,17,40,35,45,37,37,37
2020-04-26,27,39,29,32,23,17,30,36,9,68,26,24
2020-04-27,23,33,32,45,9,10,34,38,6,62,5,24
2020-04-28,31,30,33,47,16,13,39,32,6,50,16,20
2020-04-29,37,26,32,35,20,17,35,28,6,64,23,27
2020-04-30,37,32,33,31,20,17,31,31,8,50,21,29
2020-05-01,25,37,32,27,22,22,33,33,53,62,27,39
2020-05-02,17,46,32,36,23,28,36,42,51,50,37,46
2020-05-03,36,20,39,30,27,25,41,36,55,55,30,37
2020-05-04,32,26,19,69,32,6,31,15,45,53,35,40
2020-05-05,33,35,41,34,23,32,42,37,55,69,33,47
2020-05-06,25,21,35,39,14,24,32,19,7,58,15,17
2020-05-07,30,35,30,34,14,22,41,20,5,54,20,17
2020-05-08,31,34,35,24,22,15,32,23,5,55,16,11
2020-05-09,28,28,33,63,25,17,38,35,25,58,31,25
2020-05-10,28,28,33,63,25,17,38,35,25,58,31,25
2020-05-11,28,28,33,63,25,17,38,35,25,58,31,25
2020-05-12,26,28,28,47,20,15,40,22,6,54,21,17
2020-05-13,28,35,35,21,23,19,40,15,5,52,15,24
2020-05-14,36,32,34,35,19,14,32,35,7,45,17,29
2020-05-15,33,20,19,46,16,15,33,29,7,56,21,24
2020-05-16,45,19,34,23,16,28,34,35,55,60,33,39
2020-05-17,34,31,30,39,26,16,38,34,53,53,36,40
2020-05-18,30,24,41,37,24,13,37,14,5,49,27,18
2020-05-19,33,29,37,19,17,17,34,16,6,54,16,16
2020-05-20,28,30,28,25,14,20,34,20,7,61,21,22
2020-05-21,32,28,29,46,17,11,36,35,9,52,29,19
2020-05-22,22,29,27,28,19,17,32,27,7,58,15,18
2020-05-23,40,31,54,40,27,19,31,25,48,58,35,44
2020-05-24,34,46,33,43,26,25,39,35,53,59,36,47
2020-05-25,29,30,27,36,19,18,32,15,5,48,14,25
2020-05-26,30,28,34,34,16,13,37,26,22,59,23,22
2020-05-27,28,27,27,33,18,13,36,35,5,58,23,17
2020-05-28,33,32,27,29,18,14,32,26,8,52,29,21
2020-05-29,25,33,25,47,20,18,39,21,9,62,26,23
2020-05-30,33,16,44,60,18,20,36,27,63,49,35,32
2020-05-31,27,33,25,35,17,31,39,33,60,54,35,37
2020-06-01,29,36,30,20,20,15,39,28,10,56,31,16
2020-06-02,30,28,32,11,14,19,36,25,10,53,19,22
2020-06-03,29,32,36,25,19,17,37,31,5,57,24,17
2020-06-04,39,34,28,35,17,16,39,26,7,59,25,23
2020-06-05,38,36,25,51,17,16,41,30,11,58,20,22
2020-06-06,39,27,24,42,13,32,36,34,53,65,31,35
2020-06-07,29,23,27,30,24,24,36,38,57,52,38,41
2020-06-08,21,35,29,49,13,18,46,14,5,46,24,23
2020-06-09,28,58,28,22,18,18,38,22,9,54,30,24
2020-06-10,37,37,30,36,21,19,39,29,5,54,25,18
2020-06-11,20,29,22,34,15,10,35,20,6,49,23,18
2020-06-12,16,20,30,53,24,17,41,15,6,53,33,16
2020-06-13,28,13,32,38,16,33,35,36,56,64,31,40
2020-06-14,20,36,44,25,22,25,38,42,54,54,37,38
2020-06-15,51,28,22,26,15,12,28,28,16,57,20,19
2020-06-16,36,24,41,62,33,28,39,23,30,50,20,21
2020-06-17,30,26,35,39,28,20,38,35,56,58,32,21
2020-06-18,28,30,43,40,26,22,35,36,13,50,31,26
2020-06-19,33,29,28,20,23,22,34,40,51,51,33,23
2020-06-20,33,29,28,20,23,22,34,40,51,51,33,23
2020-06-21,33,29,28,20,23,22,34,40,51,51,33,23
2020-06-22,24,30,29,24,23,26,40,24,34,58,34,26
2020-06-23,31,26,27,20,23,22,25,39,15,53,32,25
2020-06-24,29,35,43,36,29,25,23,31,39,53,33,29
2020-06-25,30,33,34,7,13,30,15,44,52,50,29,39
2020-06-26,18,40,33,54,46,36,28,34,60,51,50,38
2020-06-27,18,40,33,54,46,36,28,34,60,51,50,38
2020-06-28,18,40,33,54,46,36,28,34,60,51,50,38
2020-06-29,18,40,33,54,46,36,28,34,60,51,50,38
2020-06-30,22,32,26,19,14,29,38,33,31,52,29,21
2020-07-01,30,19,23,47,23,13,45,36,28,65,31,25
2020-07-02,29,43,22,28,44,18,30,22,10,59,33,26
2020-07-03,42,34,38,26,19,16,32,25,15,58,28,22
2020-07-04,24,62,44,29,29,27,34,37,62,63,24,45
2020-07-05,24,62,44,29,29,27,34,37,62,63,24,45
2020-07-06,27,32,30,26,24,11,29,35,22,55,29,19
2020-07-07,29,29,30,15,29,18,35,30,12,50,30,21
2020-07-08,32,31,40,25,26,23,37,29,17,63,30,22
2020-07-09,33,29,29,29,18,10,41,27,12,57,15,25
2020-07-10,28,35,27,36,20,23,39,23,8,61,27,23
2020-07-11,26,25,41,24,24,20,41,40,55,50,31,39
2020-07-12,39,25,31,10,29,36,36,34,48,53,37,38
2020-07-13,33,28,27,26,25,27,37,20,10,61,28,14
2020-07-14,30,36,29,24,12,32,25,29,11,56,21,23
2020-07-15,34,32,36,31,16,12,46,33,7,57,33,26
2020-07-16,26,32,34,40,19,23,36,31,10,50,29,20
2020-07-17,26,28,34,40,19,14,37,35,8,48,23,23
2020-07-18,22,41,38,23,28,34,36,38,51,63,37,32
2020-07-19,30,34,36,31,38,25,41,32,53,41,35,39
2020-07-20,31,31,40,24,11,13,35,26,10,59,30,22
2020-07-21,35,22,31,34,20,19,40,26,6,57,24,25
2020-07-22,27,33,36,36,18,19,37,14,9,39,34,23
2020-07-23,29,36,35,18,15,14,38,17,12,51,25,23
2020-07-24,26,31,36,42,20,10,35,31,19,56,25,18
2020-07-25,29,47,45,33,23,18,33,24,53,78,38,34
2020-07-26,23,13,38,51,24,21,37,35,63,45,40,32
2020-07-27,23,40,34,35,7,10,38,10,8,52,15,17
2020-07-28,23,32,33,21,18,17,36,14,9,62,34,25
2020-07-29,30,32,39,42,15,20,36,14,11,49,33,26
2020-07-30,32,36,24,33,13,19,37,18,6,60,35,22
2020-07-31,26,27,35,45,14,15,33,18,6,54,32,23
2020-08-01,35,39,37,31,21,19,38,36,53,48,39,37
2020-08-02,22,36,33,29,29,27,36,36,57,62,33,37
2020-08-03,43,31,36,33,14,8,38,19,11,60,24,18
2020-08-04,25,26,39,64,18,13,37,28,10,60,36,22
2020-08-05,23,29,41,31,16,21,39,33,18,50,33,21
2020-08-06,46,29,32,19,17,15,36,33,11,62,33,24
2020-08-07,29,16,27,24,16,10,37,28,9,52,32,17
2020-08-08,50,41,33,39,14,24,37,39,55,44,33,36
2020-08-09,36,37,33,48,22,20,39,34,56,54,36,41
2020-08-10,26,31,37,42,25,16,40,16,6,29,33,21
2020-08-11,23,30,30,25,20,9,36,29,14,55,31,26
2020-08-12,34,30,37,32,15,28,38,18,6,48,26,28
2020-08-13,37,29,38,39,16,16,41,18,13,52,30,21
2020-08-14,37,29,38,39,16,16,41,18,13,52,30,21
2020-08-15,37,29,38,39,16,16,41,18,13,52,30,21
2020-08-16,29,25,48,39,28,22,41,33,56,56,42,41
2020-08-17,29,52,30,41,18,13,40,11,6,56,29,18
2020-08-18,33,35,28,18,18,19,34,17,11,60,20,26
2020-08-19,33,35,28,18,18,19,34,17,11,60,20,26
2020-08-20,33,35,28,18,18,19,34,17,11,60,20,26
2020-08-21,34,32,32,40,21,19,38,18,10,48,33,23
2020-08-22,30,23,29,39,15,20,31,40,49,58,30,31
2020-08-23,21,31,37,40,21,26,37,37,40,53,38,46
2020-08-24,32,36,41,27,14,17,36,29,8,52,25,18
2020-08-25,26,34,29,29,21,20,38,19,13,69,27,21
2020-08-26,26,34,29,29,21,20,38,19,13,69,27,21
2020-08-27,26,34,29,29,21,20,38,19,13,69,27,21
2020-08-28,29,32,30,17,18,15,42,33,9,52,30,25
2020-08-29,30,29,46,42,19,26,34,15,50,57,26,32
2020-08-30,30,29,46,42,19,26,34,15,50,57,26,32
2020-08-31,30,29,46,42,19,26,34,15,50,57,26,32
2020-09-01,33,25,43,31,23,13,36,23,6,56,21,18
2020-09-02,40,35,32,15,16,36,39,17,8,54,28,18
2020-09-03,36,38,38,29,18,17,37,27,8,53,25,22
2020-09-04,36,38,38,29,18,17,37,27,8,53,25,22
2020-09-05,36,38,38,29,18,17,37,27,8,53,25,22
2020-09-06,32,33,42,29,31,41,37,41,51,60,25,35
2020-09-07,39,35,40,41,12,8,39,35,6,55,36,16
2020-09-08,28,31,37,32,25,15,40,22,5,43,17,15
2020-09-09,28,31,37,32,25,15,40,22,5,43,17,15
2020-09-10,29,26,35,29,16,17,36,20,6,58,33,23
2020-09-11,26,27,39,38,19,15,36,20,7,58,24,22
2020-09-12,24,23,32,35,17,23,34,37,43,29,36,31
2020-09-13,24,23,32,35,17,23,34,37,43,29,36,31
2020-09-14,24,23,32,35,17,23,34,37,43,29,36,31
2020-09-15,30,31,33,40,21,12,33,29,8,66,22,18
2020-09-16,29,33,36,37,48,20,31,29,8,45,15,25
2020-09-17,43,49,60,16,52,41,41,19,10,67,13,27
2020-09-18,37,34,31,41,12,21,41,30,5,58,29,20
2020-09-19,16,26,29,34,24,31,30,11,44,49,33,31
2020-09-20,16,26,29,34,24,31,30,11,44,49,33,31
2020-09-21,16,26,29,34,24,31,30,11,44,49,33,31
2020-09-22,23,24,41,40,21,15,32,16,8,40,25,25
2020-09-23,28,24,24,15,14,10,32,16,8,39,16,17
2020-09-24,39,27,35,28,19,19,35,23,9,57,25,21
2020-09-25,35,38,38,29,12,21,41,18,8,52,26,26
2020-09-26,31,35,28,44,26,27,35,35,49,55,28,30
2020-09-27,42,32,39,53,24,19,28,23,5,59,16,24
2020-09-28,47,28,25,27,20,18,36,17,5,57,27,18
2020-09-29,31,26,37,30,11,12,27,19,9,58,18,20
2020-09-30,29,28,29,48,28,17,40,12,10,43,38,24
